CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
ENTRE RIOS AV.,"1250",1250 ENTRE RIOS AV.,-58.391358,-34.623396,"1",CONSTITUCION,"50",V,,,,,,,,,,
DEL LIBERTADOR AV.,"8355",8345 DEL LIBERTADOR AV.,-58.46486,-34.53882,"13",NUÑE,"15",I,"28",V,"29",I,"117",I,,,,
ENTRE RIOS AV.,"1226",1226 ENTRE RIOS AV.,-58.3913725,-34.6230722,"1",CONSTITUCION,"12",I,"129",V,,,,,,,,
PEPIRI,"397",397 PEPIRI,-58.4093229,-34.6425557,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,
ENTRE RIOS AV.,"1160",1160 ENTRE RIOS AV.,-58.3914222,-34.622178,"1",CONSTITUCION,"37",V,"150",V,,,,,,,,
PEPIRI,"215",215 PEPIRI,-58.4089934,-34.6405686,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,
ENTRE RIOS AV.,"1048",1048 ENTRE RIOS AV.,-58.3914946,-34.6208766,"1",CONSTITUCION,"84",I,,,,,,,,,,
ENTRE RIOS AV.,"1024",1024 ENTRE RIOS AVE,-58.391511,-34.620601,"1",CONSTITUCION,"6",V,,,,,,,,,,
DEL LIBERTADOR AV.,"8310",8010 DEL LIBERTADOR AV.,-58.46467,-34.53971,"13",NUÑE,"15",V,"28",I,"29",V,,,,,,
ENTRE RIOS AV.,"1002",1002 ENTRE RIOS AVE,-58.391522,-34.6203191,"1",CONSTITUCION,"50",V,,,,,,,,,,
ENTRE RIOS AV.,"962",962 ENTRE RIOS AV.,-58.3915441,-34.6197686,"1",CONSTITUCION,"12",I,,,,,,,,,,
ENTRE RIOS AV.,"940",940 ENTRE RIOS AV.,-58.3915528,-34.6195442,"1",CONSTITUCION,"37",V,,,,,,,,,,
ENTRE RIOS AV.,"920",920 ENTRE RIOS AV.,-58.3915618,-34.6193132,"1",CONSTITUCION,"150",V,,,,,,,,,,
CASEROS AV.,"3243",3243 CASEROS AV.,-58.4101205,-34.6378222,"4",PARQUE PATRICIOS,"9",I,"50",I,,,,,,,,
DEL LIBERTADOR AV.,"7811",7811 DEL LIBERTADOR AV.,-58.46209,-34.5425,"13",NUÑE,"15",I,"28",V,"29",I,"130",I,,,,
ENTRE RIOS AV.,"852",852 ENTRE RIOS AV.,-58.3915829,-34.618715,"1",CONSTITUCION,"151",I,,,,,,,,,,
CASEROS AV.,"3277",3277 CASEROS AV.,-58.4106983,-34.6379236,"4",PARQUE PATRICIOS,"25",I,"65",I,,,,,,,,
ENTRE RIOS AV.,"820",820 ENTRE RIOS AV.,-58.3915912,-34.6184586,"1",CONSTITUCION,"90",I,"129",,,,,,,,,
CASEROS AV.,"3285",3285 CASEROS AV.,-58.4109962,-34.6379722,"4",PARQUE PATRICIOS,"134",V,,,,,,,,,,
CASEROS AV.,"3284",3284 CASEROS AV.,-58.4107331,-34.6380611,"4",PARQUE PATRICIOS,"134",I,,,,,,,,,,
ENTRE RIOS AV.,"752",752 ENTRE RIOS AV.,-58.391593,-34.6177376,"1",MONSERRAT,"84",I,,,,,,,,,,
CASEROS AV.,"3274",3274 CASEROS AV.,-58.4109088,-34.6381174,"4",PARQUE PATRICIOS,"6",V,"9",V,,,,,,,,
ENTRE RIOS AV.,"744",744 ENTRE RIOS AV.,-58.3915875,-34.6174133,"1",MONSERRAT,"6",V,"50",V,,,,,,,,
ENTRE RIOS AV.,"678",678 ENTRE RIOS AV.,-58.3915717,-34.6165513,"1",MONSERRAT,"12",I,,,,,,,,,,
ENTRE RIOS AV.,"662",662 ENTRE RIOS AV.,-58.3915676,-34.6163127,"1",MONSERRAT,"37",V,,,,,,,,,,
ALMAFUERTE AV.,"22",22 ALMAFUERTE AV.,-58.4113287,-34.6385827,"4",PARQUE PATRICIOS,"32",V,"75",V,,,,,,,,
ALMAFUERTE AV.,"24",24 ALMAFUERTE AV.,-58.4113904,-34.638582,"4",PARQUE PATRICIOS,"6",V,,,,,,,,,,
ENTRE RIOS AV.,"640",640 ENTRE RIOS AV.,-58.3915636,-34.6160745,"1",MONSERRAT,"150",V,,,,,,,,,,
ENTRE RIOS AV.,"578",578 ENTRE RIOS AV.,-58.3915621,-34.6155585,"1",MONSERRAT,"151",I,,,,,,,,,,
ENTRE RIOS AV.,"542",542 ENTRE RIOS AV.,-58.3915673,-34.6153189,"1",MONSERRAT,"90",I,,,,,,,,,,
DEL LIBERTADOR AV.,"7550",7550 DEL LIBERTADOR AV.,-58.46009,-34.54469,"13",NUÑE,"15",V,"28",I,"29",V,"130",V,,,,
USPALLATA,"3351",3351 USPALLATA,-58.41121265,-34.63960662,"4",PARQUE PATRICIOS,"133",,,,,,,,,,,
ENTRE RIOS AV.,"516",516 ENTRE RIOS AV.,-58.3915751,-34.6150415,"1",MONSERRAT,"84",I,,,,,,,,,,
USPALLATA,"3330",3330 USPALLATA,-58.4103511,-34.6402155,"4",PARQUE PATRICIOS,"31",,"32",,,,,,,,,
ENTRE RIOS AV.,"478",478 ENTRE RIOS AV.,-58.3915907,-34.6146009,"1",MONSERRAT,"6",V,,,,,,,,,,
DEL LIBERTADOR AV.,"7415",7415 DEL LIBERTADOR AV.,-58.45907,-34.54517,"13",NUÑE,"15",I,"28",V,"29",I,"130",I,,,,
USPALLATA,"3354",3354 USPALLATA,-58.4102588,-34.6401851,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
ENTRE RIOS AV.,"418",418 ENTRE RIOS AV.,-58.3916065,-34.6140353,"1",MONSERRAT,"50",V,,,,,,,,,,
ENTRE RIOS AV.,"346",346 ENTRE RIOS AV.,-58.3916394,-34.6131777,"1",MONSERRAT,"12",I,,,,,,,,,,
ENTRE RIOS AV.,"322",322 ENTRE RIOS AV.,-58.3916477,-34.6129634,"1",MONSERRAT,"37",V,"150",V,,,,,,,,
ENTRE RIOS AV.,"276",276 ENTRE RIOS AV.,-58.391673,-34.6122977,"1",MONSERRAT,"151",I,,,,,,,,,,
ENTRE RIOS AV.,"230",230 ENTRE RIOS AV.,-58.3916835,-34.6118674,"1",MONSERRAT,"56",V,,,,,,,,,,
ALMAFUERTE AV.,"406",406 ALMAFUERTE AVE,-58.4130914,-34.6429123,"4",PARQUE PATRICIOS,"31",V,"32",V,"75",V,,,,,,
ALMAFUERTE AV.,"408",408 ALMAFUERTE AVE,-58.4131482,-34.6430405,"4",PARQUE PATRICIOS,"28",V,,,,,,,,,,
ENTRE RIOS AV.,"80",80 ENTRE RIOS AV.,-58.3917929,-34.610148,"1",MONSERRAT,"37",V,,,,,,,,,,
ALMAFUERTE AV.,"410",410 ALMAFUERTE AV.,-58.4130718,-34.6428644,"4",PARQUE PATRICIOS,"6",V,,,,,,,,,,
ENTRE RIOS AV.,"70",70 ENTRE RIOS AV.,-58.3917998,-34.610054,"1",MONSERRAT,"12",I,"150",V,,,,,,,,
ALMAFUERTE AV.,"412",412 ALMAFUERTE AV.,-58.4130742,-34.64287,"4",PARQUE PATRICIOS,"128",V,,,,,,,,,,
ENTRE RIOS AV.,"40",40 ENTRE RIOS AV.,-58.3917675,-34.609958,"1",MONSERRAT,"6",V,"50",V,,,,,,,,
SOLIS,"61",61 SOLIS,-58.3914999,-34.6099645,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
SOLIS,"175",175 SOLIS,-58.3904281,-34.6110911,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
DR. PROF. PEDRO CHUTRO,"3475","3475 CHUTRO, PEDRO, PROF., DR.",-58.4127792,-34.6426061,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,
DEL LIBERTADOR AV.,"7050",7050 DEL LIBERTADOR AV.,-58.45621,-34.54779,"13",NUÑE,"15",V,"28",I,"29",V,"130",V,,,,
MARTIN GARCIA,"583","583 GARCIA, MARTIN AV.",-58.3724949,-34.6312495,"4",BARRACAS,"168",I,,,,,,,,,,
MARTIN GARCIA,"422","422 GARCIA, MARTIN AV.",-58.3710254,-34.6299848,"4",BARRACAS,"29",V,"168",V,,,,,,,,
MARTIN GARCIA,"420","420 GARCIA, MARTIN AV.",-58.3710124,-34.6299718,"4",BARRACAS,"10",I,"46",V,"53",V,,,,,,
MARTIN GARCIA,"410","410 GARCIA, MARTIN AV.",-58.3709469,-34.6299064,"4",BARRACAS,"24",I,"39",V,,,,,,,,
CASEROS AV.,"751",751 CASEROS AV.,-58.3750302,-34.6269339,"1",SAN TELMO,"46",I,,,,,,,,,,
CASEROS AV.,"795",795 CASEROS AV.,-58.3754837,-34.6271589,"1",SAN TELMO,"39",I,,,,,,,,,,
CASEROS AV.,"856",856 CASEROS AV.,-58.3762632,-34.6277737,"4",BARRACAS,"46",V,,,,,,,,,,
CASEROS AV.,"824",824 CASEROS AV.,-58.3758805,-34.6275649,"4",BARRACAS,"39",V,"53",V,,,,,,,,
CASEROS AV.,"528",528 CASEROS AV.,-58.3729419,-34.6268362,"4",BARRACAS,"10",I,"53",V,,,,,,,,
CASEROS AV.,"514",514 CASEROS AV.,-58.3728442,-34.6268355,"4",BARRACAS,"39",V,"46",V,,,,,,,,
SOLIS,"363",363 SOLIS,-58.3904122,-34.6132717,"1",MONSERRAT,"50",I,"168",V,,,,,,,,
SOLIS,"375",375 SOLIS,-58.3904126,-34.6133653,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
MONTEAGUDO,"216",216 MONTEAGUDO,-58.4050335,-34.6398831,"4",PARQUE PATRICIOS,"91",V,"150",V,,,,,,,,
GUILLERMO UDAONDO AV.,"1350","1350 UDAONDO, GUILLERMO AV.",-58.4532067,-34.5478757,"13",BELGRANO,"28",I,,,,,,,,,,
SOLIS,"579",579 SOLIS,-58.3904296,-34.6154081,"1",MONSERRAT,"50",I,"168",V,,,,,,,,
MONTEAGUDO,"208",208 MONTEAGUDO,-58.4050644,-34.6397358,"4",PARQUE PATRICIOS,"118",I,"188",V,,,,,,,,
SOLIS,"599",599 SOLIS,-58.3904346,-34.6155267,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
USPALLATA,"3050",3050 USPALLATA,-58.4058449,-34.6399206,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
GUILLERMO UDAONDO AV.,"1151","1151 UDAONDO, GUILLERMO AV.",-58.4514957,-34.545309,"13",NUÑE,"28",V,"107",V,,,,,,,,
SOLIS,"777",777 SOLIS,-58.3903819,-34.6177176,"1",MONSERRAT,"50",I,"168",V,,,,,,,,
SOLIS,"793",793 SOLIS,-58.3903777,-34.6179348,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
GUILLERMO UDAONDO AV.,"1351","1351 UDAONDO, GUILLERMO AV.",-58.453382,-34.5477045,"13",NUÑE,"28",V,"107",V,,,,,,,,
PIEDRAS,"1806",1806 PIEDRAS,-58.3734949,-34.6297425,"4",BARRACAS,"10",V,"70",I,,,,,,,,
CASEROS AV.,"3010",3010 CASEROS AV.,-58.4060108,-34.6372733,"4",PARQUE PATRICIOS,"6",V,"50",V,,,,,,,,
CASEROS AV.,"3018",3018 CASEROS AVE,-58.4062883,-34.6373214,"4",PARQUE PATRICIOS,"65",V,"134",I,,,,,,,,
CASEROS AV.,"3026",3026 CASEROS AVE,-58.4065658,-34.6373696,"4",PARQUE PATRICIOS,"9",V,"25",V,,,,,,,,
SOLIS,"979",979 SOLIS,-58.3902685,-34.6199308,"1",CONSTITUCION,"50",I,"168",V,,,,,,,,
SOLIS,"989",989 SOLIS,-58.3902607,-34.6200211,"1",CONSTITUCION,"6",I,"150",I,,,,,,,,
CASEROS AV.,"3087",3087 CASEROS AV.,-58.4071746,-34.6373119,"4",PARQUE PATRICIOS,"6",I,"50",I,,,,,,,,
SOLIS,"1127",1127 SOLIS,-58.3900413,-34.6217755,"1",CONSTITUCION,"6",I,"150",I,,,,,,,,
SOLIS,"1161",1161 SOLIS,-58.3899672,-34.6223664,"1",CONSTITUCION,"50",I,"168",V,,,,,,,,
SOLIS,"1375",1375 SOLIS,-58.3897315,-34.6247274,"1",CONSTITUCION,"50",I,"168",V,,,,,,,,
SOLIS,"1389",1389 SOLIS,-58.3897166,-34.6248853,"1",CONSTITUCION,"6",I,"150",I,,,,,,,,
SOLIS,"1525",1525 SOLIS,-58.3895465,-34.6266365,"1",CONSTITUCION,"50",I,,,,,,,,,,
FILIBERTO,"1785",1785 FILIBERTO,-58.3907344,-34.6269312,"1",CONSTITUCION,"90",I,"151",I,,,,,,,,
HERRERA,"1089",1089 HERRERA,-58.3772264,-34.6402713,"4",BARRACAS,"51",I,"100",I,,,,,,,,
HERRERA,"1095",1095 HERRERA,-58.3772288,-34.6402587,"4",BARRACAS,"148",I,"25",I,,,,,,,,
HERRERA,"1451",1451 HERRERA,-58.376229,-34.6439274,"4",BARRACAS,"100",I,"148",I,,,,,,,,
HERRERA,"1401",1401 HERRERA,-58.3760808,-34.6442081,"4",BARRACAS,"51",I,"134",I,"129",I,,,,,,
MANUELA PEDRAZA,"2224","2224 PEDRAZA, MANUELA",-58.4645383,-34.5504028,"13",NUÑE,"130",V,,,,,,,,,,
HERRERA,"1737",1737 HERRERA,-58.3755905,-34.6463925,"4",BARRACAS,"148",I,"51",I,,,,,,,,
HERRERA,"1787",1787 HERRERA,-58.37544,-34.64692,"4",BARRACAS,"100",I,"134",I,,,,,,,,
HERRERA,"1793",1793 HERRERA,-58.3754327,-34.6469987,"4",BARRACAS,"129",I,,,,,,,,,,
HERRERA,"1899",1899 HERRERA,-58.3750422,-34.6483134,"4",BARRACAS,"95",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,,"1780 MONTES DE OCA, MANUEL AV.",-58.3727522,-34.6477881,"4",BARRACAS,"22",V,"133",I,,,,,,,,
MANUEL MONTES DE OCA AV.,,"1762 MONTES DE OCA, MANUEL AV.",-58.3727774,-34.6476455,"4",BARRACAS,"17",V,"24",,"154",,,,,,,
MANUEL MONTES DE OCA AV.,"1740","1740 MONTES DE OCA, MANUEL AV.",-58.3728723,-34.6471487,"4",BARRACAS,"74",V,"60",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1728","1728 MONTES DE OCA, MANUEL AV.",-58.3728949,-34.6470203,"4",BARRACAS,"10",V,"33",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1654","1654 MONTES DE OCA, MANUEL AV.",-58.3730622,-34.6460747,"4",BARRACAS,"12",I,,,,,,,,,,
CRISOLOGO LARRALDE AV.,"1791","1791 LARRALDE, CRISOLOGO AV.",-58.462278,-34.5459353,"13",NUÑE,"130",I,,,,,,,,,,
CRISOLOGO LARRALDE AV.,"1575","1575 LARRALDE, CRISOLOGO AV.",-58.4603493,-34.5449638,"13",NUÑE,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"1350","1350 MONTES DE OCA, MANUEL AV.",-58.3735938,-34.6433028,"4",BARRACAS,"133",I,"154",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1316","1316 MONTES DE OCA, MANUEL AV.",-58.3736006,-34.6432662,"4",BARRACAS,"22",V,"60",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1290","1290 MONTES DE OCA, MANUEL AV.",-58.3736587,-34.6429517,"4",BARRACAS,"17",V,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"1226","1226 MONTES DE OCA, MANUEL AV.",-58.373819,-34.642152,"4",BARRACAS,"12",I,"102",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"930","930 MONTES DE OCA, MANUEL AV.",-58.374436,-34.6389119,"4",BARRACAS,"17",V,"22",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"868","868 MONTES DE OCA, MANUEL AV.",-58.3745625,-34.6382126,"4",BARRACAS,"12",I,"102",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"854","854 MONTES DE OCA, MANUEL AV.",-58.3746041,-34.6379747,"4",BARRACAS,"60",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"606","606 MONTES DE OCA, MANUEL AV.",-58.3750991,-34.635425,"4",BARRACAS,"12",I,"17",V,"102",V,,,,,,
RAMALLO,"1691",1691 RAMALLO,-58.4657602,-34.5394738,"13",NUÑE,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"454","454 MONTES DE OCA, MANUEL AV.",-58.3755361,-34.6337556,"4",BARRACAS,"60",I,"133",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"412","412 MONTES DE OCA, MANUEL AV.",-58.3756348,-34.6333463,"4",BARRACAS,"154",V,"168",I,,,,,,,,
RAMALLO,"1897",1897 RAMALLO,-58.4676184,-34.5404217,"13",NUÑE,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"251","251 MONTES DE OCA, MANUEL AV.",-58.376535,-34.6315984,"4",BARRACAS,"12",V,"17",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"259","259 MONTES DE OCA, MANUEL AV.",-58.3765243,-34.6316239,"4",BARRACAS,"102",I,"154",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"273","273 MONTES DE OCA, MANUEL AV.",-58.376431,-34.631846,"4",BARRACAS,"98",I,"133",V,"60",V,,,,,,
RAMALLO,"2399",2399 RAMALLO,-58.472421,-34.5428225,"13",NUÑE,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"843","843 MONTES DE OCA, MANUEL AV.",-58.3748726,-34.6376896,"4",BARRACAS,"98",I,"133",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"889","889 MONTES DE OCA, MANUEL AV.",-58.3747178,-34.6384906,"4",BARRACAS,"154",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"897","897 MONTES DE OCA, MANUEL AV.",-58.3746919,-34.6386388,"4",BARRACAS,"22",I,"102",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1121","1121 MONTES DE OCA, MANUEL AV.",-58.374268,-34.6410333,"4",BARRACAS,"17",I,"12",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1191","1191 MONTES DE OCA, MANUEL AV.",-58.3740909,-34.6419666,"4",BARRACAS,"98",I,"133",V,"60",V,,,,,,
MANUEL MONTES DE OCA AV.,"1195","1195 MONTES DE OCA, MANUEL AV.",-58.3740836,-34.6420038,"4",BARRACAS,"22",I,"154",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1663","1663 MONTES DE OCA, MANUEL AV.",-58.3733135,-34.6462168,"4",BARRACAS,"98",I,"154",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1679","1679 MONTES DE OCA, MANUEL AV.",-58.3732773,-34.6464109,"4",BARRACAS,"22",I,"133",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1691","1691 MONTES DE OCA, MANUEL AV.",-58.3732424,-34.6465829,"4",BARRACAS,"12",V,"17",I,"60",V,,,,,,
MANUEL MONTES DE OCA AV.,"40","40 MONTES DE OCA, MANUEL AV.",-58.3776089,-34.6289107,"4",BARRACAS,"60",,"133",I,"168",I,,,,,,
MANUEL MONTES DE OCA AV.,"30","30 MONTES DE OCA, MANUEL AV.",-58.3776634,-34.6288225,"4",BARRACAS,"12",I,"17",V,"102",V,,,,,,
RODRIGUEZ PEÑ,"10",10 RODRIGUEZ PEÑ,-58.3906312,-34.6089009,"1",SAN NICOLAS,"6",I,"37",I,,,,,,,,
RODRIGUEZ PEÑ,"24",24 RODRIGUEZ PEÑ,-58.3906501,-34.608695,"1",SAN NICOLAS,"50",I,"150",I,,,,,,,,
RODRIGUEZ PEÑ,"212",212 RODRIGUEZ PEÑ,-58.3907944,-34.6065704,"1",SAN NICOLAS,"6",I,"150",I,,,,,,,,
RODRIGUEZ PEÑ,"218",218 RODRIGUEZ PEÑ,-58.3907995,-34.6064149,"1",SAN NICOLAS,"37",I,"60",V,,,,,,,,
CHICLANA AV.,"3271",3271 CHICLANA AV.,-58.4106392,-34.6339519,"4",PARQUE PATRICIOS,"143",I,,,,,,,,,,
RODRIGUEZ PEÑ,"240",240 RODRIGUEZ PEÑ,-58.390805,-34.6062506,"1",SAN NICOLAS,"50",I,,,,,,,,,,
CHICLANA AV.,"3021",3021 CHICLANA AV.,-58.4068037,-34.6307032,"4",PARQUE PATRICIOS,"143",I,,,,,,,,,,
CHICLANA AV.,"3008",3008 CHICLANA AV.,-58.4066545,-34.630711,"4",PARQUE PATRICIOS,"143",V,,,,,,,,,,
LA RIOJA,"1712",1712 LA RIOJA,-58.4063081,-34.630575,"4",PARQUE PATRICIOS,"97",I,"101",I,,,,,,,,
BRASIL,"2979",2979 BRASIL,-58.4056877,-34.6334843,"4",PARQUE PATRICIOS,"6",I,"97",I,,,,,,,,
LA RIOJA,"1922",1922 LA RIOJA,-58.4059841,-34.6339012,"4",PARQUE PATRICIOS,"101",I,"188",V,,,,,,,,
LA RIOJA,"2162",2162 LA RIOJA,-58.4056081,-34.6366557,"4",PARQUE PATRICIOS,"101",I,,,,,,,,,,
24 DE NOVIEMBRE,"2273",2273 24 DE NOVIEMBRE,-58.4091455,-34.6373031,"4",PARQUE PATRICIOS,"133",I,"75",,,,,,,,,
24 DE NOVIEMBRE,"2291",2291 24 DE NOVIEMBRE,-58.4091265,-34.6375286,"4",PARQUE PATRICIOS,"31",I,"32",I,,,,,,,,
PARANA,"1065",1065 PARANA,-58.3883324,-34.5962364,"2",RECOLETA,"102",V,,,,,,,,,,
BRASIL,"3020",3020 BRASIL,-58.4064342,-34.63391,"4",PARQUE PATRICIOS,"6",V,"97",,"143",V,,,,,,
GRAL. URQUIZA,"1991","1991 URQUIZA, GRAL.",-58.4079601,-34.6341088,"4",PARQUE PATRICIOS,"31",I,"32",I,,,,,,,,
PARANA,"85",85 PARANA,-58.3876862,-34.608016,"1",SAN NICOLAS,"102",V,,,,,,,,,,
PARANA,"42",42 PARANA,-58.3876494,-34.6085153,"1",SAN NICOLAS,"23",I,,,,,,,,,,
CASEROS AV.,"2971",2971 CASEROS AV.,-58.4051212,-34.6369431,"4",PARQUE PATRICIOS,"28",I,"133",I,,,,,,,,
CASEROS AV.,"2967",2967 CASEROS AV.,-58.4049659,-34.6369195,"4",PARQUE PATRICIOS,"101",V,"134",V,,,,,,,,
URUGUAY,"10",10 URUGUAY,-58.3863195,-34.6086308,"1",SAN NICOLAS,"102",I,,,,,,,,,,
URUGUAY,"34",34 URUGUAY,-58.3863239,-34.6084783,"1",SAN NICOLAS,"23",V,,,,,,,,,,
CASEROS AV.,"2921",2921 CASEROS AV.,-58.4042927,-34.6368012,"4",PARQUE PATRICIOS,"65",I,,,,,,,,,,
CASEROS AV.,"2682",2682 CASEROS AV.,-58.4000903,-34.6361972,"4",PARQUE PATRICIOS,"6",,"150",V,,,,,,,,
CASEROS AV.,"2674",2674 CASEROS AV.,-58.3998989,-34.6361625,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
CASEROS AV.,"2648",2648 CASEROS AV.,-58.3997134,-34.6361288,"4",PARQUE PATRICIOS,"134",I,,,,,,,,,,
CASEROS AV.,"2644",2644 CASEROS AV.,-58.3996209,-34.636112,"4",PARQUE PATRICIOS,"9",V,"25",V,,,,,,,,
CASEROS AV.,"2612",2612 CASEROS AV.,-58.3991355,-34.6360239,"4",PARQUE PATRICIOS,"65",V,,,,,,,,,,
GUIDO,"1532",1532 GUIDO,-58.3869668,-34.5925122,"1",RETIRO,"17",I,,,,,,,,,,
CASEROS AV.,"2628",2628 CASEROS AV.,-58.3993857,-34.6360694,"4",PARQUE PATRICIOS,"91",V,"150",,,,,,,,,
CASEROS AV.,"2575",2575 CASEROS AV.,-58.3986096,-34.6357965,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,
CASEROS AV.,"2551",2551 CASEROS AVE,-58.3982605,-34.6357348,"4",PARQUE PATRICIOS,"25",I,"50",I,,,,,,,,
CASEROS AV.,"2543",2543 CASEROS AVE,-58.398204,-34.6357246,"4",PARQUE PATRICIOS,"6",I,"9",I,"28",,,,,,,
CASEROS AV.,"2513",2513 CASEROS AV.,-58.3977397,-34.6356385,"4",PARQUE PATRICIOS,"133",I,,,,,,,,,,
CASEROS AV.,"2509",2509 CASEROS AV.,-58.3976985,-34.6356154,"4",PARQUE PATRICIOS,"65",I,,,,,,,,,,
TALCAHUANO,"1138",1138 TALCAHUANO,-58.3858101,-34.5953538,"1",RETIRO,"75",I,,,,,,,,,,
CASEROS AV.,"2386",2386 CASEROS AV.,-58.3957997,-34.6353372,"4",PARQUE PATRICIOS,"6",,"50",V,"150",,,,,,,
CASEROS AV.,"2368",2368 CASEROS AV.,-58.3955497,-34.6354025,"4",PARQUE PATRICIOS,"65",V,"91",V,,,,,,,,
CASEROS AV.,"2298",2298 CASEROS AV.,-58.3946083,-34.6351495,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
CASEROS AV.,"2288",2288 CASEROS AV.,-58.3941081,-34.6350403,"4",PARQUE PATRICIOS,"9",V,"25",V,,,,,,,,
CASEROS AV.,"2061",2061 CASEROS AV.,-58.3913654,-34.6343043,"4",PARQUE PATRICIOS,"133",I,"150",I,,,,,,,,
CASEROS AV.,"2049",2049 CASEROS AV.,-58.3911821,-34.6342628,"4",PARQUE PATRICIOS,"6",I,"50",I,,,,,,,,
COMBATE DE LOS POZOS,"2101",2101 COMBATE DE LOS POZOS,-58.3910128,-34.6340225,"4",PARQUE PATRICIOS,"65",I,"91",I,"95",V,,,,,,
COMBATE DE LOS POZOS,"2100",2100 COMBATE DE LOS POZOS,-58.391059,-34.6337815,"4",PARQUE PATRICIOS,"9",I,"25",I,"28",I,,,,,,
TALCAHUANO,"16",16 TALCAHUANO,-58.3849147,-34.6083754,"1",SAN NICOLAS,"5",V,"7",V,,,,,,,,
LIBERTAD,"95",57 LIBERTAD,-58.3834589,-34.607933,"1",SAN NICOLAS,"24",V,,,,,,,,,,
ENTRE RIOS AV.,"2191",2191 ENTRE RIOS AV.,-58.3904999,-34.6337882,"4",PARQUE PATRICIOS,"37",I,"90",V,,,,,,,,
LIBERTAD,"287",287 LIBERTAD,-58.3835779,-34.6052715,"1",SAN NICOLAS,"5",I,,,,,,,,,,
COMBATE DE LOS POZOS,"1929",1929 COMBATE DE LOS POZOS,-58.3915835,-34.6309748,"4",PARQUE PATRICIOS,"6",I,"150",I,,,,,,,,
COMBATE DE LOS POZOS,"1911",1911 COMBATE DE LOS POZOS,-58.3916197,-34.6307892,"4",PARQUE PATRICIOS,"50",I,"133",I,,,,,,,,
ENTRE RIOS AV.,"1919",1919 ENTRE RIOS AV.,-58.3908536,-34.6308515,"4",PARQUE PATRICIOS,"37",I,,,,,,,,,,
ENTRE RIOS AV.,"1818",1818 ENTRE RIOS AV.,-58.3907874,-34.629623,"1",CONSTITUCION,"37",V,"150",V,,,,,,,,
LIBERTAD,"965",965 LIBERTAD,-58.3840353,-34.5973022,"1",RETIRO,"111",I,,,,,,,,,,
ENTRE RIOS AV.,"1658",1658 ENTRE RIOS AV.,-58.3910043,-34.6277807,"1",CONSTITUCION,"97",V,"143",V,"150",V,,,,,,
LIBERTAD,"1073",1073 LIBERTAD,-58.3842239,-34.595941,"1",RETIRO,"5",I,"132",I,,,,,,,,
LIBERTAD,"1097",1097 LIBERTAD,-58.3842389,-34.5957879,"1",RETIRO,"75",V,,,,,,,,,,
COMBATE DE LOS POZOS,"1733",1733 COMBATE DE LOS POZOS,-58.3919106,-34.6288589,"4",PARQUE PATRICIOS,"97",I,,,,,,,,,,
COMBATE DE LOS POZOS,"1749",1749 COMBATE DE LOS POZOS,-58.3918844,-34.6289937,"4",PARQUE PATRICIOS,"4",I,"12",I,"37",I,,,,,,
