CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
PINTO,"4495",PINTO 4495,-58.48040404,-34.54575672,"12",SAAVEDRA,"19",I,,,,,,,,,,
PRES. TTE. GRAL. JUAN DOMINGO PERON,"40","PERON, JUAN DOMINGO, TTE. GENERAL 40",-58.36863004,-34.60532041,"1",SAN NICOLAS,"74",V,"105",V,,,,,,,,
PRES. TTE. GRAL. JUAN DOMINGO PERON,"50","PERON, JUAN DOMINGO, TTE. GENERAL 50",-58.36864699,-34.60532184,"1",SAN NICOLAS,"159",V,,,,,,,,,,
SALTA,"132",SALTA 132,-58.38336479,-34.61010561,"1",MONSERRAT,"98",V,,,,,,,,,,
GAONA AV.,"4637",GAONA AV. 4637,-58.48836999,-34.62684749,"10",FLORESTA,"99",V,"172",,,,,,,,,
BARTOLOME MITRE,"3634","MITRE, BARTOLOME 3634",-58.41791149,-34.60962826,"5",ALMAGRO,"90",V,,,,,,,,,,
CONDE,"3316",3316 CONDE,-58.47518019,-34.55624013,"1",CONSTITUCION,"19",V,,,,,,,,,,
CONDE,"3110",3110 CONDE,-58.4734797,-34.5582507,"12",COGHLAN,"19",V,,,,,,,,,,
RIVADAVIA AV.,,RIVADAVIA AV. 10334,-58.5094889,-34.6390654,"10",VILLA LURO,"1",V,"2",V,"182",V,,,,,,
PRES. TTE. GRAL. JUAN DOMINGO PERON,"185","185 PERON, JUAN DOMINGO, TTE. GENERAL",-58.369747,-34.605238,"1",SAN NICOLAS,"159",I,,,,,,,,,,
COSTANERA RAFAEL OBLIGADO AV.,"4233","4233 OBLIGADO RAFAEL, AV.COSTANERA",-58.4131268,-34.5553016,"14",PALERMO,"37",V,"160",V,,,,,,,,
COSTANERA RAFAEL OBLIGADO AV.,"1233","1233 OBLIGADO RAFAEL, AV.COSTANERA",-58.398412,-34.57045,"14",RECOLETA,"33",I,"45",I,,,,,,,,
MORENO,"3483",MORENO 3483,-58.4156288,-34.6142801,"5",ALMAGRO,"2",I,"115",I,,,,,,,,
MORENO,"3489",MORENO 3489,-58.41584,-34.61433,"5",ALMAGRO,"103",I,,,,,,,,,,
ESPAÑA AV,"3319",ESPAÑA AV. 331,-58.34234,-34.62372,"4",LA BOCA,"4",I,"2",I,,,,,,,,
ESPAÑA AV,"3250",ESPAÑA AV. 325,-58.343413,-34.623948,"4",LA BOCA,"4",V,"2",I,,,,,,,,
ESPAÑA AV,"3080",ESPAÑA AV. 308,-58.3461469,-34.624234,"4",LA BOCA,"4",V,"2",I,,,,,,,,
ESPAÑA AV,"2710",ESPAÑA AV. 271,-58.3506926,-34.6241688,"4",LA BOCA,"4",V,"2",I,,,,,,,,
ESPAÑA AV,"1790",ESPAÑA AV. 179,-58.3558925,-34.6183987,"4",LA BOCA,"4",V,"2",I,,,,,,,,
INMIGRANTES AV.,"1910",1910 DE LOS INMIGRANTES AV.,-58.37123,-34.587348,"1",RETIRO,"6",V,,,,,,,,,,
INMIGRANTES AV.,"1920",1920 DE LOS INMIGRANTES AV.,-58.371,-34.587079,"1",RETIRO,"115",V,"150",V,,,,,,,,
INMIGRANTES AV.,"1930",1930 DE LOS INMIGRANTES AV.,-58.370678,-34.58669,"1",RETIRO,"7",V,"126",V,,,,,,,,
INMIGRANTES AV.,"1940",1940 DE LOS INMIGRANTES AV.,-58.370313,-34.586253,"1",RETIRO,"33",V,"92",V,,,,,,,,
INMIGRANTES AV.,"1950",1950 DE LOS INMIGRANTES AV.,-58.369884,-34.585754,"1",RETIRO,"143",V,,,,,,,,,,
GRAL. IRIARTE AV.,"2906","IRIARTE, GRAL. AV. 2906",-58.38744026,-34.65090542,"4",BARRACAS,"70",I,,,,,,,,,,
VIEYTES,"1812",VIEYTES 1812,-58.37493584,-34.65452995,"4",BARRACAS,"12",I,"20",V,,,,,,,,
VIEYTES,"1440",VIEYTES 1440,-58.37685557,-34.64950534,"4",BARRACAS,"12",I,"20",V,,,,,,,,
VIEYTES,"1300",VIEYTES 1300,-58.37753909,-34.64774056,"4",BARRACAS,"70",I,,,,,,,,,,
LUJAN,"2208",LUJAN 2208,-58.37588969,-34.65593037,"4",BARRACAS,"20",V,"60",I,,,,,,,,
LUJAN,"2416",LUJAN 2416,-58.37877183,-34.65643737,"4",BARRACAS,"20",V,"60",I,,,,,,,,
LUJAN,"2608",LUJAN 2608,-58.38158538,-34.65658203,"4",BARRACAS,"20",V,,,,,,,,,,
LUJAN,"2808",LUJAN 2808,-58.38552945,-34.65679469,"4",BARRACAS,"20",V,,,,,,,,,,
SUAREZ,"1720",SUAREZ AV. 1720,-58.37487666,-34.63897505,"4",BARRACAS,"25",V,,,,,,,,,,
HERRERA,"593",HERRERA 593,-58.37824245,-34.63656361,"4",BARRACAS,"129",I,"148",I,,,,,,,,
HERRERA,"591",HERRERA 591,-58.37825405,-34.63652254,"4",BARRACAS,"51",I,"100",I,,,,,,,,
OSVALDO CRUZ AV.,"2791","CRUZ, OSVALDO AV. 2791",-58.38535526,-34.6547645,"4",BARRACAS,"20",I,"45",I,,,,,,,,
SANTO DOMINGO,"2806",SANTO DOMINGO 2806,-58.38606898,-34.65371366,"4",BARRACAS,"45",V,,,,,,,,,,
SANTO DOMINGO,"2406",SANTO DOMINGO 2406,-58.38024299,-34.65224227,"4",BARRACAS,"45",V,,,,,,,,,,
SANTA MAGDALENA,"404",SANTA MAGDALENA 404,-58.38114217,-34.64726209,"4",BARRACAS,"45",V,,,,,,,,,,
PINEDO AV.,"801",PINEDO AV. 801,-58.38117273,-34.64500243,"4",BARRACAS,"79",I,,,,,,,,,,
CALIFORNIA,"1520",CALIFORNIA 1520,-58.37114062,-34.64628444,"4",BARRACAS,"74",V,,,,,,,,,,
ALFREDO L. PALACIOS,"897","PALACIOS, ALFREDO L. 897",-58.36314735,-34.64283273,"4",LA BOCA,"53",V,,,,,,,,,,
OLAVARRIA,"1200",OLAVARRIA 1200,-58.36927486,-34.6392101,"4",LA BOCA,"25",V,"46",V,,,,,,,,
OLAVARRIA,"904",OLAVARRIA 904,-58.36575332,-34.63875746,"4",LA BOCA,"25",V,"46",V,,,,,,,,
OLAVARRIA,"916",OLAVARRIA 916,-58.36585341,-34.63877039,"4",LA BOCA,"33",V,,,,,,,,,,
OLAVARRIA,"624",OLAVARRIA 624,-58.36163053,-34.63748563,"4",LA BOCA,"33",V,,,,,,,,,,
OLAVARRIA,"412",OLAVARRIA 412,-58.35863308,-34.6362818,"4",LA BOCA,"46",V,,,,,,,,,,
OLAVARRIA,"412",OLAVARRIA 412,-58.35863308,-34.6362818,"4",LA BOCA,"25",V,,,,,,,,,,
BRANDSEN,"585",BRANDSEN 585,-58.36200475,-34.63551892,"4",LA BOCA,"8",V,"86",V,,,,,,,,
NECOCHEA,"1118",NECOCHEA 1118,-58.35787425,-34.63407724,"4",LA BOCA,"25",V,,,,,,,,,,
PINEDO AV.,"848",PINEDO AV. 848,-58.38110405,-34.64245292,"4",BARRACAS,"45",V,"79",V,,,,,,,,
DON PEDRO DE MENDOZA AV.,"2050",DON PEDRO DE MENDOZA AV. 2050,-58.36146078,-34.64062459,"4",LA BOCA,"53",I,,,,,,,,,,
DON PEDRO DE MENDOZA AV.,"671",DON PEDRO DE MENDOZA AV. 671,-58.35535946,-34.62945686,"4",LA BOCA,"20",I,,,,,,,,,,
DE MAYO AV.,"757",DE MAYO AV. 757,-58.377445,-34.608728,"1",MONSERRAT,"7",I,"91",I,,,,,,,,
RIVADAVIA AV.,"11065",RIVADAVIA AV. 11065,-58.52006288,-34.63888983,"9",LINIERS,"136",I,"163",I,,,,,,,,
RIVADAVIA AV.,"11065",RIVADAVIA AV. 11065,-58.52006288,-34.63888983,"9",LINIERS,"88",I,"96",I,,,,,,,,
RIVADAVIA AV.,"11063",RIVADAVIA AV. 11063,-58.52002051,-34.63889198,"9",LINIERS,"8",I,"86",I,,,,,,,,
RIVADAVIA AV.,"11092",RIVADAVIA AV. 11092,-58.52092022,-34.63905217,"9",LINIERS,"88",V,"96",V,,,,,,,,
RIVADAVIA AV.,"11047",RIVADAVIA AV. 11047,-58.51959566,-34.6389121,"9",LINIERS,"182",I,"185",V,,,,,,,,
RIVADAVIA AV.,,RIVADAVIA AV. 8665,-58.48604067,-34.63468359,"10",VELEZ SARFIELD,"182",I,,,,,,,,,,
RIVADAVIA AV.,,RIVADAVIA AV. 10383,-58.50970459,-34.63894858,"10",VILLA LURO,"136",V,"163",V,,,,,,,,
RIVADAVIA AV.,,RIVADAVIA AV. 10333,-58.5093141,-34.63887982,"10",VILLA LURO,"1",V,"2",V,"182",I,,,,,,
RIVADAVIA AV.,,RIVADAVIA AV. 10321,-58.50917768,-34.638856,"10",VILLA LURO,"46",V,"88",V,"96",V,,,,,,
RIVADAVIA AV.,"1951",RIVADAVIA AV. 1951,-58.39405858,-34.60926325,"3",BALVANERA,"64",I,"105",I,,,,,,,,
COBO AV.,"1897",COVO AV. 1897,-58.438712,-34.6429466,"7",PARQUE CHACABUCO,"101",V,"26",I,,,,,,,,
15 DE NOVIEMBRE DE 1889,"1773",15 DE NOVIEMBRE DE 1889 1773,-58.390297,-34.631472,"1",CONSTITUCION,"91",I,"95",V,,,,,,,,
15 DE NOVIEMBRE DE 1889,"1599",1599 15 DE NOVIEMBRE DE 1889,-58.387684,-34.631168,"1",SAAVEDRA,"91",I,"90",V,,,,,,,,
"DELLEPIANE, LUIS, TTE. GRAL. ","3780","DELLEPIANE, LUIS, TTE. GRAL. 3710",-58.46694392,-34.65231225,"9",PARQUE AVELLANEDA,"180",V,"101",I,,,,,,,,
SANTANDER,"3997",SANTANDER 3997,-58.46780074,-34.65671405,"9",PARQUE AVELLANEDA,"101",V,,,,,,,,,,
SANTANDER,"4171",SANTANDER 4171,-58.46958957,-34.65852047,"8",PARQUE AVELLANEDA,"101",V,,,,,,,,,,
SANTANDER,"4192",SANTANDER 4192,-58.46957468,-34.65866758,"8",PARQUE AVELLANEDA,"101",I,,,,,,,,,,
SANTANDER,"3910",SANTANDER 3910,-58.46693813,-34.65599641,"9",PARQUE AVELLANEDA,"101",I,,,,,,,,,,
SARAZA,"4433",SARAZA 4433,-58.46989721,-34.66281415,"8",VILLA LUGANO,"145",I,,,,,,,,,,
SARAZA,"4243",SARAZA 4243,-58.46820163,-34.6609956,"8",VILLA LUGANO,"145",I,,,,,,,,,,
SARAZA,"4344",SARAZA 4344,-58.46955382,-34.66257267,"8",VILLA LUGANO,"145",V,,,,,,,,,,
SARAZA,"4202",SARAZA 4202,-58.4674594,-34.66058384,"8",VILLA LUGANO,"145",V,,,,,,,,,,
MOZART,"2400",MOZART 2400,-58.468375,-34.659749,"8",VILLA LUGANO,"145",V,,,,,,,,,,
MOZART,"2200",MOZART 2200,-58.469287,-34.659175,"8",PARQUE AVELLANEDA,"145",V,,,,,,,,,,
MOZART,"2393",MOZART 2393,-58.46851088,-34.65983727,"8",VILLA LUGANO,"145",I,,,,,,,,,,
SANTIAGO DE COMPOSTELA AV.,"4052",SANTIAGO DE COMPOSTELA AV. 4052,-58.46767042,-34.65752662,"8",PARQUE AVELLANEDA,"7",V,"145",V,,,,,,,,
SANTIAGO DE COMPOSTELA AV.,"3802",SANTIAGO DE COMPOSTELA AV. 3802,-58.465028,-34.656083,"9",PARQUE AVELLANEDA,"7",V,"145",V,,,,,,,,
SANTIAGO DE COMPOSTELA AV.,"3801",SANTIAGO DE COMPOSTELA AV. 3801,-58.46507149,-34.6552965,"9",PARQUE AVELLANEDA,"7",I,"145",I,,,,,,,,
SANTIAGO DE COMPOSTELA AV.,"3999",SANTIAGO DE COMPOSTELA AV. 3999,-58.46726306,-34.65694781,"9",PARQUE AVELLANEDA,"7",I,"145",I,,,,,,,,
SANTIAGO DE COMPOSTELA AV.,"4199",SANTIAGO DE COMPOSTELA AV. 4199,-58.46963232,-34.65892485,"8",PARQUE AVELLANEDA,"7",I,"145",I,,,,,,,,
FERNANDEZ,"1950",FERNANDEZ 1950,-58.46627716,-34.65414784,"9",PARQUE AVELLANEDA,"7",V,"101",I,,,,,,,,
FERNANDEZ,"1920",FERNANDEZ 1920,-58.46652223,-34.65395406,"9",PARQUE AVELLANEDA,"145",V,,,,,,,,,,
CRISOSTOMO ALVAREZ,"3787","ALVAREZ, CRISOSTOMO 3787",-58.4666226,-34.6535479,"9",PARQUE AVELLANEDA,"145",I,,,,,,,,,,
ROQUE PEREZ,"4726","PEREZ, ROQUE 4726",-58.48560095,-34.5458676,"12",SAAVEDRA,"71",V,,,,,,,,,,
ROQUE PEREZ,"2702","PEREZ, ROQUE 2702",-58.4723407,-34.56293905,"12",COGHLAN,"76",V,"107",I,,,,,,,,
"FREIRE, RAMON, CAP. GRAL. ","3069","FREIRE, RAMON, CAP. GRAL. 3069",-58.47139527,-34.55796717,"12",COGHLAN,"19",I,,,,,,,,,,
WASHINGTON,"3089",WASHINGTON 3089,-58.47696215,-34.56061174,"12",COGHLAN,"76",I,,,,,,,,,,
MELIAN AV.,"2595",MELIAN AV. 2595,-58.472251,-34.56451279,"12",COGHLAN,"76",I,,,,,,,,,,
ZAPIOLA,"3906",ZAPIOLA 3906,-58.4764922,-34.54967297,"12",SAAVEDRA,"19",V,,,,,,,,,,
ZAPIOLA,"4106",ZAPIOLA 4106,-58.47719022,-34.54826065,"12",SAAVEDRA,"19",V,,,,,,,,,,
ZAPIOLA,"4408",ZAPIOLA 4408,-58.47841392,-34.5457122,"12",SAAVEDRA,"19",V,,,,,,,,,,
VIDAL,"4595",VIDAL 4595,-58.47639976,-34.54249525,"12",SAAVEDRA,"151",I,,,,,,,,,,
VIDAL,"4281",VIDAL 4281,-58.47515566,-34.54506849,"12",SAAVEDRA,"151",I,,,,,,,,,,
VIDAL,"4087",VIDAL 4087,-58.47440327,-34.54661122,"12",SAAVEDRA,"151",I,,,,,,,,,,
VIDAL,"3881",VIDAL 3881,-58.47355213,-34.5483418,"12",SAAVEDRA,"151",I,,,,,,,,,,
DR. RICARDO BALBIN AV.,"2695","BALBIN, RICARDO, DR. AV. 2695",-58.46833618,-34.56131298,"12",COGHLAN,"67",I,,,,,,,,,,
DR. RICARDO BALBIN AV.,"3383","BALBIN, RICARDO, DR. AV. 3383",-58.4780744,-34.5572611,"12",COGHLAN,"67",I,"76",I,,,,,,,,
TRAFUL,"3706",TRAFUL 3706,-58.41291578,-34.6512583,"4",NUEVA POMPEYA,"70",I,,,,,,,,,,
TRAFUL,"3493",TRAFUL 3493,-58.409497,-34.650434,"4",NUEVA POMPEYA,"70",V,"150",I,,,,,,,,
RIVADAVIA AV.,"3597",RIVADAVIA AV. 3597,-58.41708222,-34.61084585,"5",ALMAGRO,"90",I,"105",I,,,,,,,,
MEDINA,"411",MEDINA 411,-58.487954,-34.64121,"10",VILLA LURO,"46",V,,,,,,,,,,
PUEYRREDON AV.,,PUEYRREDON AV. 924,-58.403911,-34.598892,"3",BALVANERA,"132",,,,,,,,,,,
SARMIENTO AV.,"4562",SARMIENTO AV. 4562,-58.4049862,-34.5671436,"14",PALERMO,"37",I,"160",I,,,,,,,,
SARMIENTO AV.,"4565",SARMIENTO AV. 4565,-58.4054564,-34.567103,"14",PALERMO,"37",V,"160",V,,,,,,,,
AVELLANEDA AV.,"2814",AVELLANEDA AV. 2814,-58.47044846,-34.62600468,"7",FLORES,"99",I,"134",I,"172",V,,,,,,
SAENZ AV.,"1048",SAENZ AV. 1048,-58.416208,-34.652515,"4",NUEVA POMPEYA,"9",V,"75",V,,,,,,,,
LUIS M. CAMPOS AV.,"460",LUIS M. CAMPOS AV. 460,-58.433597,-34.572593,"14",PALERMO,"15",V,"55",I,,,,,,,,
ZUVIRIA,"897",ZUVIRIA 897,-58.43856,-34.6300538,"7",PARQUE CHACABUCO,"97",I,,,,,,,,,,
ZUVIRIA,"1089",ZUVIRIA 1089,-58.4415301,-34.6315315,"7",PARQUE CHACABUCO,"97",I,,,,,,,,,,
MONROE AV.,"3131",MONROE AV. 3131,-58.4670336,-34.5624766,"12",COGHLAN,"133",V,"114",I,"107",V,,,,,,
TRIUNVIRATO AV.,"4176",TRIUNVIRATO AV. 4176,-58.47975234,-34.57868177,"12",VILLA URQUIZA,"133",V,"176",V,,,,,,,,
COBO AV.,"1216",COBO AV. 1216,-58.432501,-34.641781,"7",PARQUE CHACABUCO,"133",V,,,,,,,,,,
VARELA AV.,"3134",VARELA AV. 3134,-58.43511463,-34.65858428,"8",VILLA SOLDATI,"6",I,,,,,,,,,,
"RIVERA, FRUCTUOSO, GENERAL","2775","RIVERA, FRUCTUOSO, GENERAL 2775",-58.43818843,-34.65913393,"8",VILLA SOLDATI,"6",I,,,,,,,,,,
"RIVERA, FRUCTUOSO, GENERAL","2995","RIVERA, FRUCTUOSO, GENERAL 2995",-58.44057934,-34.66104178,"8",VILLA SOLDATI,"6",I,,,,,,,,,,
JOSE MARTI,"3108","MARTI, JOSE 3108",-58.44228581,-34.66112529,"8",VILLA SOLDATI,"6",I,,,,,,,,,,
SAN PEDRITO,"3093",SAN PEDRITO 3093,-58.43872492,-34.66089582,"8",VILLA SOLDATI,"6",V,,,,,,,,,,
PLAZA,"3895",PLAZA 3895,-58.48602332,-34.55515458,"12",SAAVEDRA,"71",I,,,,,,,,,,
VILELA,"4130",VILELA 4130,-58.48666783,-34.55314425,"12",SAAVEDRA,"71",I,,,,,,,,,,
TRONADOR,"3916",TRONADOR 3916,-58.48553127,-34.55441907,"12",SAAVEDRA,"71",V,,,,,,,,,,
CRISOLOGO LARRALDE AV.,"4593"," 4593  LARRALDE, CRISOLOGO AV.",-58.48802243,-34.55937934,"12",SAAVEDRA,"71",V,,,,,,,,,,
MATHEU,"1200",MATHEU 1200,-58.39923496,-34.62331735,"3",SAN CRISTOBAL,"61",I,,,,,,,,,,
"LAMARCA, EMILIO","608","LAMARCA, EMILIO 608",-58.47985445,-34.62595744,"10",FLORESTA,"25",V,,,,,,,,,,
JUAN RAMIREZ DE VELASCO,"697","RAMIREZ DE VELASCO, JUAN 697",-58.43818795,-34.59670936,"15",VILLA CRESPO,"19",I,"90",I,,,,,,,,
JUAN RAMIREZ DE VELASCO,"697","RAMIREZ DE VELASCO, JUAN 697",-58.43818795,-34.59670936,"15",VILLA CRESPO,"127",I,,,,,,,,,,
BLANCO ENCALADA,"5395",BLANCO ENCALADA 5395,-58.49012187,-34.57770348,"12",VILLA URQUIZA,"114",I,,,,,,,,,,
ECHEVERRIA,"785",ECHEVERRIA 785,-58.43893819,-34.55290897,"13",BELGRANO,"107",V,,,,,,,,,,
TEODORO GARCIA,"2199","GARCIA, TEODORO 2199",-58.44371336,-34.5672981,"14",PALERMO,"42",V,"59",I,,,,,,,,
MARTINEZ ROSAS,"1212",MARTINEZ ROSAS 1212,-58.45071521,-34.59790722,"15",VILLA CRESPO,"42",V,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"7312","ALBERDI, JUAN BAUTISTA AV. 7312",-58.51572721,-34.66099639,"9",MATADEROS,"88",V,"49",V,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6806","ALBERDI, JUAN BAUTISTA AV. 6806",-58.51053413,-34.65803092,"9",MATADEROS,"88",V,"49",V,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"2651","ALBERDI, JUAN BAUTISTA AV. 2651",-58.46515805,-34.63225047,"7",FLORES,"88",I,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"2081","ALBERDI, JUAN BAUTISTA AV. 2081",-58.45745259,-34.62988065,"7",FLORES,"180",I,"126",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"2081","ALBERDI, JUAN BAUTISTA AV. 2081",-58.45739359,-34.62986198,"7",FLORES,"88",I,"134",V,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"1697","ALBERDI, JUAN BAUTISTA AV. 1697",-58.45271174,-34.62774353,"6",CABALLITO,"180",I,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"689","ALBERDI, JUAN BAUTISTA AV. 689",-58.43753192,-34.62313154,"6",CABALLITO,"53",I,"25",I,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"345","ALBERDI, JUAN BAUTISTA AV. 345",-58.43276529,-34.62284068,"6",CABALLITO,"96",I,,,,,,,,,,
JURAMENTO AV.,"2012",JURAMENTO AV. 2012,-58.45305242,-34.56001963,"13",BELGRANO,"65",I,"80",V,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6512","ALBERDI, JUAN BAUTISTA AV. 6512",-58.5082002,-34.65640654,"9",MATADEROS,"49",V,"88",V,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6108","ALBERDI, JUAN BAUTISTA AV. 6108",-58.50476252,-34.6538604,"9",MATADEROS,"63",V,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"5152","ALBERDI, JUAN BAUTISTA AV. 5152",-58.49694329,-34.6465979,"9",MATADEROS,"88",V,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6787","ALBERDI, JUAN BAUTISTA AV. 6787",-58.51031002,-34.65765681,"9",MATADEROS,"88",,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6489","ALBERDI, JUAN BAUTISTA AV. 6489",-58.50787323,-34.65595062,"9",MATADEROS,"49",,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"6163","ALBERDI, JUAN BAUTISTA AV. 6163",-58.50541676,-34.6541361,"9",MATADEROS,"88",,,,,,,,,,,
JUAN BAUTISTA ALBERDI AV.,"4910","ALBERDI, JUAN BAUTISTA AV. 4910",-58.49536627,-34.64511165,"9",MATADEROS,"4",I,,,,,,,,,,
FRANCISCO BEIRO AV.,,FRANCISCO BEIRO AV. 4115,-58.509396,-34.604298,"11",VILLA DEVOTO,"108",I,"114",I,,,,,,,,
NAZCA AV.,"1110",NAZCA AV. 1110,-58.474327,-34.620441,"10",VILLA LURO,"124",V,,,,,,,,,,
MORON,"5016",MORON 5016,-58.49999386,-34.63276147,"10",VILLA SANTA RITA,"181",V,,,,,,,,,,
MORON,"4800",MORON 4800,-58.49667957,-34.63160643,"10",VELEZ SARFIELD,"181",V,,,,,,,,,,
TRIUNVIRATO AV.,"2775",TRIUNVIRATO AV. 2775,-58.461781,-34.585075,"15",VILLA ORTUZA,"71",V,"108",I,,,,,,,,
MORON,"3412",MORON 3412,-58.478777,-34.625893,"10",FLORESTA,"181",V,,,,,,,,,,
TRIUNVIRATO AV.,"2775",TRIUNVIRATO AV. 2775,-58.461458,-34.585092,"15",VILLA ORTUZA,"87",I,,,,,,,,,,
MORON,"3200",MORON 3200,-58.4766,-34.625332,"10",FLORESTA,"181",V,,,,,,,,,,
MORON,"3016",MORON 3016,-58.474346,-34.624714,"7",FLORES,"181",V,,,,,,,,,,
ACOYTE AV.,"273",ACOYTE AV. 273,-58.43765758,-34.61476369,"6",CABALLITO,"172",I,,,,,,,,,,
GUILLERMO UDAONDO AV.,"1145","1145 UDAONDO, GUILLERMO AV.",-58.451078,-34.544997,"13",BELGRANO,"42",V,"28",V,"107",V,,,,,,
PRES. FIGUEROA ALCORTA AV.,"6885","6885 FIGUEROA ALCORTA, PRES. AV.",-58.439056,-34.549013,"13",BELGRANO,"42",I,,,,,,,,,,
PRES. FIGUEROA ALCORTA AV.,"6715","6715 FIGUEROA ALCORTA, PRES. AV.",-58.437622,-34.55039,"13",BELGRANO,"42",I,,,,,,,,,,
"CALLE INTERNA PABELLON 2 Y 3, C.U.",,"CALLE INTERNA PABELLON 2 Y 3, C.U.",-58.44508837,-34.54221349,"13",BELGRANO,"34",,,,,,,,,,,
TRIUNVIRATO AV.,"4295",TRIUNVIRATO AV. 4295,-58.481239,-34.5775869,"12",VILLA URQUIZA,"127",I,"71",I,,,,,,,,
TRIUNVIRATO AV.,"4479",TRIUNVIRATO AV. 4479,-58.4838408,-34.5758519,"12",VILLA URQUIZA,"127",I,"71",I,,,,,,,,
LA PAMPA,"3302",LA PAMPA 3302,-58.4632474,-34.5701116,"13",BELGRANO,"19",V,"113",V,,,,,,,,
CONESA,"145",CONESA 145,-58.441685,-34.57813,"13",COLEGIALES,"168",I,"39",I,,,,,,,,
CONESA,"591",CONESA 591,-58.4474645,-34.5749051,"13",COLEGIALES,"168",I,,,,,,,,,,
CABILDO AV.,"239",CABILDO AV. 239,-58.439319,-34.5728,"14",PALERMO,"68",I,"152",I,,,,,,,,
RIVADAVIA AV.,"11150",RIVADAVIA AV. 11150,-58.522057,-34.638957,"9",LINIERS,"8",V,"86",V,,,,,,,,
RIVADAVIA AV.,"6658",RIVADAVIA AV. 6658,-58.459451,-34.627871,"7",FLORES,"8",V,"86",V,,,,,,,,
SOLDADO DE LA FRONTERA AV.,"5130",SOLDADO DE LA FRONTERA AV. 5130,-58.464051,-34.684446,"8",VILLA LUGANO,"47",V,"91",I,"150",V,,,,,,
SOLDADO DE LA FRONTERA AV.,"5150",SOLDADO DE LA FRONTERA AV. 5150,-58.463746,-34.684764,"8",VILLA LUGANO,"114",V,"117",V,,,,,,,,
SOLDADO DE LA FRONTERA AV.,"5170",SOLDADO DE LA FRONTERA AV. 5170,-58.463479,-34.684984,"8",VILLA LUGANO,"145",V,"185",I,,,,,,,,
RIVADAVIA AV.,"11114",RIVADAVIA AV. 11114,-58.521434,-34.639046,"9",LINIERS,"182",V,"174",V,,,,,,,,
LUIS M. CAMPOS AV.,"267",LUIS M. CAMPOS AV 267,-58.4323262,-34.5737122,"14",PALERMO,"15",I,"55",I,,,,,,,,
JUAN DE GARAY AV.,"1216",JUAN DE GARAY AV. 1216,-58.383158,-34.627046,"1",CONSTITUCION,"12",,,,,,,,,,,
VIRREY DEL PINO,"2710",VIRREY DEL PINO 2710,-58.4960612,-34.5894356,"15",AGRONOMIA,"168",I,"184",I,,,,,,,,
ADOLFO P. CARRANZA,"2212",ADOLFO P. CARRANZA 2012,-58.4758888,-34.6033096,"11",VILLA DEL PARQUE,"63",V,"109",I,,,,,,,,
DR. PROF. PEDRO CHUTRO,"3375",3375 DR. PROF. PEDRO CHUTRO,-58.4110074,-34.6429323,"4",PARQUE PATRICIOS,"31",I,,,,,,,,,,
DR. PROF. PEDRO CHUTRO,"3499",3499 DR. PROF. PEDRO CHUTRO,-58.4127792,-34.6426061,"4",PARQUE PATRICIOS,"31",I,,,,,,,,,,
CANTILO JOSE LUIS,"4200",4200 CANTILO JOSE LUIS,-58.5119683,-34.6036115,"11",VILLA DEVOTO,"85",V,,,,,,,,,,
LUGONES,"4306",LUGONES 4306,-58.4931126,-34.5541153,"12",SAAVEDRA,"93",I,,,,,,,,,,
GUARDIA NACIONAL,"1499",GUARDIA NACIONAL 1499,-58.48934,-34.65093,"9",MATADEROS,"47",I,,,,,,,,,,
IRIGOYEN,"1675",Irigoyen 1675,-58.5204905,-34.62518,"10",MONTE CASTRO,"47",I,"108",V,,,,,,,,
FRANKLIN,"1240",FRANKLIN 1240,-58.4549477,-34.6156988,"6",CABALLITO,"124",V,"106",I,,,,,,,,
MARIANO ACOSTA,"1916",1916 MARIANO ACOSTA,-58.46120508,-34.65062159,"7",FLORES,"46",I,,,,,,,,,,
MARIANO ACOSTA,"1621",1621 MARIANO ACOSTA,-58.46461547,-34.64807421,"9",PARQUE AVELLANEDA,"46",I,"114",V,,,,,,,,
MARIANO ACOSTA,"1813",1813 MARIANO ACOSTA,-58.46310709,-34.64926067,"7",FLORES,"46",I,"114",V,,,,,,,,
JOAQUIN V. GONZALEZ,"1006","1006 GONZALEZ, JOAQUIN V.",-58.48419733,-34.62353194,"10",FLORESTA,"53",V,,,,,,,,,,
